# base X int number | base X |  decimal int number equivalent (base 10)
#    (created by gen..raku)

011010011111  2  1695
-011010011111  2  -1695
122022020211  3  340627
-122022020211  3  -340627
133022030321  4  8168249
-133022030321  4  -8168249
244033140432  5  144818242
-244033140432  5  -144818242
254144150532  6  1071236216
-254144150532  6  -1071236216
365145160643  7  7838278514
-365145160643  7  -7838278514
376155170653  8  34119938475
-376155170653  8  -34119938475
487166280753  9  156205561449
-487166280753  9  -156205561449
498177290864  10  498177290864
-498177290864  10  -498177290864
5A82772A0974  11  1705374179161
-5A82772A0974  11  -1705374179161
5B92882B0A75  12  4443742116089
-5B92882B0A75  12  -4443742116089
6CA2993C0B85  13  12515550358095
-6CA2993C0B85  13  -12515550358095
6CB29A3D0C96  14  27999696102692
-6CB29A3D0C96  14  -27999696102692
7DC2AA3E0C96  15  68513017677216
-7DC2AA3E0C96  15  -68513017677216
7EC3BB3F0DA7  16  139379125194151
-7EC3BB3F0DA7  16  -139379125194151
7FD3CC3G1EB7  17  271710971646914
-7FD3CC3G1EB7  17  -271710971646914
8GE3CC4H1FB7  18  574092610347553
-8GE3CC4H1FB7  18  -574092610347553
8HF3DD4I1GC8  19  1041053707916282
-8HF3DD4I1GC8  19  -1041053707916282
9IG3EE4J1HD8  20  2035807631855068
-9IG3EE4J1HD8  20  -2035807631855068
9JG4EF4K1ID9  21  3482301537623442
-9JG4EF4K1ID9  21  -3482301537623442
AKH4FF5L1JE9  22  6395163696912945
-AKH4FF5L1JE9  22  -6395163696912945
ALI4GG5M1JEA  23  10430845190615500
-ALI4GG5M1JEA  23  -10430845190615500
BMJ4HH5N1KFA  24  18184082866852978
-BMJ4HH5N1KFA  24  -18184082866852978
BNK4HI5O1LGB  25  28496507138310411
-BNK4HI5O1LGB  25  -28496507138310411
COK5II6P1MGB  26  47541928564249403
-COK5II6P1MGB  26  -47541928564249403
CPL5JJ6P1NHB  27  72017761003016168
-CPL5JJ6P1NHB  27  -72017761003016168
DPM5JK6Q1OIC  28  115455423408218948
-DPM5JK6Q1OIC  28  -115455423408218948
DQN5KK6R1PIC  29  169881537645692824
-DQN5KK6R1PIC  29  -169881537645692824
ERO5LL7S1PJD  30  264425177271830083
-ERO5LL7S1PJD  30  -264425177271830083
ESP6LM7T1QKD  31  379334974002590372
-ESP6LM7T1QKD  31  -379334974002590372
FTP6MN7U1RKE  32  573970039831588494
-FTP6MN7U1RKE  32  -573970039831588494
FUQ6NN7V2SLE  33  805295114548762082
-FUQ6NN7V2SLE  33  -805295114548762082
FVR6OO7W2TMF  34  1118479736511095775
-FVR6OO7W2TMF  34  -1118479736511095775
GWS6OP8X2UMF  35  1635281972985990785
-GWS6OP8X2UMF  35  -1635281972985990785
GXT7PP8Y2VNF  36  2229567490575720123
-GXT7PP8Y2VNF  36  -2229567490575720123
